Бизнес;К;Эт/эт;М;Рай;Улица;Цена;Реклама;Агент;ID;Комн;Общ;Жил;Кух;Описание
Жил;2;7/9;п;бог;Клосовского;48500;лена-а юля-а;;39910;р;54,00;30,00;9,00;евроремонт,нов.мебель,нов.дуб.столярка,тел,н/у,бойлер,б/з.
Жил;1;8/9;к;пол;Полевая площ;11000;;0000;39931;общ;;18,00;;н/у,жил.сост,блочн.сис-ма,счётчики,кладовка,своя плита,лифт работает.
Жил;3;ч/д;;па;Б.Тена;42000;;;39970;см;42,00;31,00;10,00;общ.двор,газопечн.отопл,ремонт,воды нет,2,3 сот прив.земли,сарай,с/у на ул.
Жил;2;1/10;к;ц;Киевский 1 пер;75000;;;39974;.;60,00;32,00;10,00;Новый дом,а/о на дому,балкон,бол.кухня,м/п окна,н/у.
Жил;0;дом;;кро;Калинина;35000;;;39977;.;200,00;;;Недострой,кирпич/пиноблок,газ подведён,без вн.работ,свет и вода рядом,6 сот земли.
Жил;1;5/5;к;пол;Витрука;8500;алла-а;;39986;общ;;13,00;;Комн.в общ.,н/у,без ремонта,кор.сис-ма.
Жил;1;2/5;к;ц;Котовского-Победы;37000;алла-а;;40182;.;30,00;12,00;9,00;перепл,евроремонт,м/п окна,встр.мебель.
Жил;2;2/2;к;ц;Победы площ;65000;;;40190;р;50,00;35,00;9,00;н/у,евроремонт,авт.отопл,мебель.
Жил;4;4/9;к;кро;Черняховского;63000;;тамар;40014;р;73,00;58,00;8,00;н/у,л/з,подготовлена к ремонту.
Жил;3;дом;;при;Гадзынка;13000;;;40017;.;;;;12 км от Житомира,жил.сост,сарай,колодец,газ,свет,уд-ва на ул,25 сот земли,сад.
Жил;2;8/9;к;ц;Л.Украинки-Щорса;51000;;;40022;р;52,00;40,00;9,00;н/у,л/з,евроремонт,переплан,кондиционер.
Жил;5;дом;к;кро;Чешская;105000;;;40031;.;180,00;90,00;;20 лет дому,все уд-ва,5 сот прив.земли,хозпостройки.
Жил;1;5/5;к;ц;Киевская;48000;;;40039;.;40,00;27,00;7,00;переплан.в 2 ком.кв,хор.сост,нов.сант,м/п окна,колонка.
Жил;2;дом;к;при;Барашевский массив;6000;;;40092;.;;;;5*6м,8 сот,капит.сарай,с/у,гараж-ангар,рядом поле,озеро,уч.озраждён.
Жил;1;ч/д;;ц;Чистый пер;25000;;;40096;.;26,40;14,10;9,90;Дом на 2 хоз,общ.двор,без уд-в,печн.отопл,гараж,вода рядом.
Жил;4;дом;к;мал;Островского 1 пер;140000;;оля;40110;.;;;;ремонт,все уд-ва,с мебелью,5 сот,ограждено.
Жил;2;ч/д;к;мал;Кармелюка;32000;;;40116;.;120,00;;;Недострой,кирп.коробка,металлочерепица,все ком-ции,без вн.работ,1 сот земли,отд.двор.
Жил;2;ч/д;к;ц;Хлебная;53000;;;40117;р;;45,00;6,00;жил.сост,а/о,6 сот прив.земли,все уд-ва,отд.двор,50 лет дому,дом на 2 хоз.
Жил;1;1/3;к;ц;Лятошинского;45000;;;40193;.;36,40;20,40;8,10;СТ,н/у,высокий цоколь,без балкона,с/у разд,без ремонта,2 окна на сквер.
Жил;3;ч/д;;кро;Щорса;35000;;;40211;см/р;50,00;37,00;5,60;отд.двор,все ком-ции,колонка,с/у в доме,нужен ремонт,5 сот прив.земли,гараж,возм.под бизнес.
Жил;1;ч/д;д;ц;Крошенский 3 пер;17500;;0000;40222;.;25,00;16,50;6,00;без ремонта,отд.двор,1,5 сот неприв.земли,дом на 4 хоз.
Жил;3;6/9;к;бог;Освобождения площ;53000;юля-а;;40227;р;79,00;39,00;9,00;жил.сост,2 лоджии заст,1 балкон,встр.шкаф,брон.дв,бойлер,тел.
Жил;4;9/9;к;ц;Хлебная;55000;;;40252;р;75,00;;9,00;не угл,авт.отопл,подготовлена к ремонту.
Жил;3;2/2;к;бог;Максютова;35000;;0000;40345;см/р;60,00;;8,00;бетон.перекрытия,н/у,без уд-в,место под с/у,газ,счётчик,вода у соседей,м/п окна.
Жил;0;уч;;при;Барашевский массив 2;3000;;;40396;.;;;;4,5 сот прив.земли,частично ограждён.
Жил;2;6/6;к;ц;Короленко;38000;офис-а;;40448;р;54,60;32,00;8,00;жил.сост.
Жил;2;ч/д;к;бог;Карьерный 2 пер;46000;;;40481;р;73,00;35,00;8,00;1,5 сот земли,отд.вход,газ.котёл,ванны нет,нужен ремонт.
Жил;3;ч/д;к;ц;Щорса пер;22000;;;40483;см/р;50,00;30,00;10,00;жил.сост,газ в доме,место под с/у,общ.двор,возм.отделить, 0,5 сот земли.
Биз;2;1/9;к;ц;Б.Бердичевская;75000;;;40571;.;55,00;;;под бизнес,жил.сост,разр.на достройку 55кв.м, отдел.вход.
Жил;2;ч/д;дк;мал;Островского;21000;;;40572;.;;27,00;5,00;жил.сост,газ,разр.на воду и кан-цию,возможно отделить двор.
Жил;4;ч/д;к;бог;Максютова;50000;;;40580;.;;;;авт.отопл,газ,вода,с/у на ул,8 сот (5 сот прив.),жил.сост,центр.кан-ция.
Жил;3;2/9;к;кро;Щорса;55000;;;40619;р;;;;Недострой,дом ещё не здан в эксплуатацию.
Жил;3;6/9;п;бог;Мира просп;58000;лена-а;;40821;р;72,00;;;н/у,ремонт,бойлер,м/п окна,ламинат,плитка.
Жил;3;5/5;к;ц;Чехова;45000;;;40824;см/р;56,00;;;"жил.сост,угл.утеплена,крыша ""домиком."""
Жил;2;ч/д;;бог;Вильский 4 пер;30000;;0000;40825;см;37,00;;;газопечн.отопл,земли нет,вода рядом.
Жил;2;3/5;к;ц;Киевская;55000;;;40839;см;43,00;;;евроремонт.
Жил;2;5/9;п;па;Б.Тена;45000;;;40840;.;35,00;;;переплан.с 1 ком.кв.,ремонт.
Жил;1;ч/д;д;ц;Мельничный пер;17000;;;40850;.;;17,30;6,60;общ.двор,дом на 3 хоз,1,5 сот неприв.земли,газ,кан-ция,вода-колонка,без ремонта.
Жил;3;дача;к;при;Соколовский массив;20000;оля-а;оля;40692;.;;;;выс.цоколь,зимн.вариант,4,5 сот земли,с/у,сарай.
Жил;3;ч/д;;ц;Московская;42000;;;40710;см/р;68,00;;8,00;р-н Сенного рынка, все уд-ва,общ.двор,хозпостройки.
Жил;1;ч/д;д;бог;Радищева;26000;;;40760;.;30,00;9,00;9,00;отд.двор,газ рядом,печн.отопл,колодец,жил.сост,5 сот земли.
Жил;3;2/3;к;ц;Б.Бердичевская;130000;;;40719;р;76,00;58,00;10,00;СТ, авт.отопление.
Жил;2;3/5;к;ц;Короленко;48000;;;40750;МС;;;;евроремонт,дизайн.мебель,паркет,бойлер,быт.техника.
Жил;2;ч/д;;ц;Киевская-Шелушкова;37000;;0000;40756;р;41,00;33,00;7,80;част.ремонт,а/о,полы с подогревом,отд.двор.
Жил;0;уч;;при;Пряжев;11000;;;40763;.;;;;13 сот земли,под застройку,газ и свет рядом.
Жил;2;1/2;к;ц;Бассейная;30000;;оля;40794;см;54,00;;12,00;без ремонта,с/у разд.
Жил;2;4/5;п;бог;Самойловича;37000;;0000;40858;.;46,00;31,00;6,00;н/у,нов.стол,сант,м/п окна,колонка,встр.кухня,ремонт.
Жил;3;9/9;к;ц;Шелушкова;52000;;;40894;р;70,00;;;н/у,хор.жил.сост,2 л/з.
Жил;2;1/5;п;ц;Шелушкова-Котовского;40000;;;40895;р;44,00;;6,50;не угл,жил.сост,без балкона,м/п окна,возм.под бизнес.
Жил;2;7/10;к;ц;Киевский 1 пер;60000;;;40915;р;60,00;28,00;10,00;л/з,м/п окна,с/у разд,авт.отопл. на дому, жил.сост,линолеум.
Жил;2;2/5;к;ц;Победы площ;37000;офис-а;;40919;см;;;;колонка,жил.сост,окна на проездж.часть,без балкона.
Жил;0;уч;;при;Станишовка;8000;;;40964;.;;;;9,2 сот, под застройку,р-н теплиц.
Жил;2;1/5;к;ц;Гагарина;41000;;оля;40969;см;48,00;;7,00;ремонт,б/з,н/у,с/у совм.
Жил;2;1/5;к;ц;Рыльского;50000;;0000;40972;.;48,00;30,00;6,00;новая сантехника, м/п окна, под бизнес.
Жил;4;1/9;к;ц;Вацковский пер;75000;;;40983;р;81,00;;8,00;жил.сост,угл,б/з.
Жил;3;2/5;к;ц;Ольжича;55000;;;40989;см/р;63,60;38,00;;переплан,ремонт,кухня-студио,колонка.
Жил;1;4/5;к;пол;Космонавтов;13000;;;41004;комун;;14,00;6,00;комната в 4 ком.кв.,на 3 хоз,хор.сост,мебель,колонка,с/у разд.
Жил;2;1/5;к;ц;Киевская-Хлебная;39000;;;41008;.;47,00;32,00;;жил.сост,без балкона.
Жил;2;ч/д;дк;ц;1 Мая;40000;;;41045;р;;34,00;;жил.сост,газ,вода,слив,общ.двор,2,5 сот прив.земли,возм.достройки.
Жил;2;ч/д;;мар;Старокиевский 2 пер;29000;;0000;41064;р;44,00;26,00;8,00;газ,колодец во дворе,отд.двор,хозпостройки,3 сот прив.земли,с/у  и вода на ул.
Биз;0;к/н;;бум;И.Гонты;120000;;;41092;.;670,00;;;склад,отопл,40 кв.м-офис,Н-5м,28,8 сот земли.
Жил;3;1/2;к;ц;Мануильского-Котовского;43000;;;41095;см/р;48,00;36,00;6,00;жил.сост,колонка,гараж.
Жил;3;1/1;;ц;Ф.Чопивского;61000;;;41110;.;75,00;50,00;10,00;Двухуровневая,внешнее утепление,евроремонт,место под авто.
Жил;3;2/3;к;бог;ДОС;42000;;0000;41134;р;68,00;;7,00;н/у,колонка,жил.сост.
Жил;1;1/5;п;пол;Космонавтов;28000;;;41135;.;33,00;18,00;6,00;высокий цоколь,б/з,жил.сост,колонка.
Жил;2;ч/д;;ц;сенный р-к;40000;;;41159;.;38,00;;;5 сот земли,отд.двор.
Жил;3;1/5;к;бум;Станишовская площ;42000;лена-а;;41170;р;65,00;39,00;8,00;нужен ремонт,бойлер,2 б/з.
Жил;2;8/9;п;бог;Мира просп;46000;;;41174;р;52,00;31,00;9,00;н/у,б/з,м/п окна,евроремонт,паркет,с/у разд,бойлер,счётчики,тел.
Жил;0;уч;;при;Лещин;5000;;;41186;.;;;;11 сот земли,под застройку,ровный,обработанный.
Жил;0;уч;;при;Давыдовский массив;8000;;;41203;.;;;;9 сот прив.земли.
Жил;4;дом;к;при;Лука;45000;;;41205;.;85,00;;;Новый,95% готовности,газ,колодец,свет,33 сот земли,2 гаража,сарай,мастерская,летн.кухня,сад.
Жил;4;ч/д;;кро;Калиновая;55000;;0000;41214;.;110,00;;;все уд-ва,м/п окна,кан-ция,2 сот,общ.двор.
Жил;3;ч/д;;ц;Завокзальный 2 пер;58000;;;41219;см/р;64,00;33,00;13,00;отд.двор,6 сот земли,газ,вода,все уд-ва,гараж,колодец,выгр.яма.
Жил;2;3/5;к;ц;Московская;60000;;;41229;см;50,00;;;м/п окна,брон.дв,б/з,с/у совм,авт.отопл,ремонт,новая мебель.
Жил;2;3/3;к;ц;Черняховского;47000;;;41230;р;49,00;33,00;7,00;Сталинка,хороший ремонт,с/у разд,авт.отопл,подвал,гараж рядом.
Жил;3;дом;д;при;Дворец;24000;;;41245;.;58,40;;;обложен шифером,жил.сост,45 сот земли,хозпостройки,газ,колодец,погреб.
Жил;3;3/3;к;бог;ДОС;40000;;0000;41262;.;68,00;45,00;9,00;с/у разд,колонка,без балкона,н/у,ремонт крыши.
Жил;4;ч/д;к;кро;Медовый пер;40000;;;41279;.;;;;отд.двор,отопл,кан-ция,жил.сост,вода,с/у в доме,гараж,1,5 сот прив.земли.
Жил;3;дом;;при;Березовка (Одесская обл);27000;;;41289;см/р;64,00;;;авт.отопл,все уд-ва,6 сот непр.земли,хор.подъезд,летн.кухня,гараж.
Жил;3;1/9;п;ц;Л.Толстого;39000;;;41294;р;68,00;;9,00;высокий цоколь,н/у,без ремонта,окна во двор,л/з.
Жил;3;ч/д;;кро;Калиновая;64000;;;41306;.;124,00;55,00;9,00;Новострой,все уд-ва,авт.отопл,м/п окна,брон.дв,3 сот,ж/б забор,отд.двор.
Жил;2;5/5;к;ц;Мануильского;42000;;;41333;см;43,00;28,00;6,00;н/у,жил.сост,нов.сант,стол,колонка,брон.дв,б/з,капит.ремонт крыши.
Жил;2;ч/д;дк;ц;Скорульского пер;35000;;;41339;см;56,00;27,00;14,00;отд.двор,2 сот земли в аренде,нужен ремонт,газопечн.отопл,с/у на ул,погреб.
Жил;1;7/9;к;кро;Садовая;30000;;;41347;.;36,50;19,50;7,00;с нишей,н/у,жил.сост,б/з.
Жил;2;5/5;;ц;Шелушкова-Котовского;37000;;0000;41355;см;;;6,20;колонка,б/з,жил.сост,угловая.
Жил;2;8/9;к;ц;Мыстэцьки Ворота площ;50000;;;41357;р;52,00;29,00;8,50;н/у, жил.сост,бойлер,счётчики,нов.стол.
Жил;4;1/3;;бог;Офицерская;65000;;;41359;р;87,00;60,00;8,00;Сталинка, авт.отопл,жил.сост,возм.достройки.
Жил;4;дом;д;при;Вересы;35000;оля-а;оля;41400;.;;;;45 сот прив.земли,без балок,газ,колодец,сарай,погреб,летн.кухня,сад + участок 20 сот, 6000 у.е.
Жил;3;4/10;к;кор;Связистов;60000;алёна-а;;41404;р;79,40;46,70;8,30;Новострой,н/у,балкон не застеклён,начат ремонт.
Жил;3;ч/д;д;ц;Прорезной пер;40000;юра-а;;41410;см;46,00;;4,00;3,8 сот прив.земли,отд.двор,газ.отопл,вода и уд-ва на ул, + летн.кухня 35,2 кв.м. на 2 комн.
Жил;3;дом;дк;при;Лещин;20000;;;41414;.;82,00;;;18 км от Житомира,газ,колодец,летн.кухня,погреб,гараж,сад,40 сот прив.земли,рядом река.
Жил;3;5/10;к;бог;Максютова;68000;;;41423;р;68,50;40,00;;н/у,с/у разд,2 бал.заст,брон.дв.
Жил;2;3/5;п;ц;Гоголевская-Мануильского;45000;;;41431;р;52,00;49,00;5,00;ремонт,2 балкона,с/у разд,н/у.
Жил;3;9/10;к;ц;Шелушкова;49500;алла-а;;41433;р;70,00;40,00;8,00;1995 г.п,н/у,2 балкона,част.ремонт,с/у разд.
Жил;2;3/5;п;ц;Киевская;41000;;;41449;р;45,50;27,90;5,50;н/у, хор.жил.сост,колонка,б/з,брон.дв.
Жил;0;уч;;при;Иванков;11500;алёна-а;алёна;41452;.;;;;5,5 га земли,под ОСГ,рядом ж/д ветка.
Жил;3;ч/д;к;кро;Щорса;40000;оля-а;оля;41453;р;60,00;40,00;20,00;5 сот прив.земли,гараж,сарай,колодец,отопл,жил.сост,отд.двор,высокие потолки.
Жил;1;8/9;к;бог;Мира просп;12800;;;41471;общ;;17,00;;Общ,косм.ремонт,м/п окно,блочн.сис-ма,есть место под стир.машинку.
Жил;1;1/3;к;ц;Киевская;24000;;оля;41509;МС;;12,50;5,50;МС, н/у,возм.достроить балкон,хор.сост.
Жил;3;5/5;к;ц;Вацковский пер;49500;;;41527;.;64,00;46,00;6,00;с/у разд,колонка,балкон,тел,жил.сост.
Жил;2;1/2;к;ц;Старовильская;43000;;;41528;см;53,00;30,00;7,50;Сталинка,м/п окна,авт.отопл,хор.сост,отд.двор,сарай.
Жил;3;ч/д;;бог;Дачный 4 пер;22000;;;41536;.;49,00;;;печн.отопл,отд.двор,4 сот земли в пользовании,без удобств.
Жил;2;ч/д;;ц;Восточная;36000;;;41537;см;30,00;;8,00;част.уд-ва,с/у на ул,3 сот земли,колодец,отд.двор.
Жил;0;уч;;при;Буки;15000;;;41540;.;;;;2 га земли,под ОСГ,в т.ч. 25 сот земли,под застройку,300 у.е/сот.
Жил;3;ч/д;;ц;И.Франко;40000;;оля;41549;см/р;;;;общ.двор,все уд-ва,жил.сост.
Жил;0;ч/д;;мал;Кармелюка пер;32000;;;41564;.;120,00;;;Недострой,крыт,без окон и дверей,газ,вода,1 сот земли.
Жил;2;1/1;;ц;Чудновский пер;35000;офис-а;;41569;см;40,00;;6,00;без ремонта,авт.отопл,кан-ция,колонка,жековский дом на 4 квартиры.
Жил;3;2/9;к;па;Шевченко-Витрука;55000;лена-а;;41587;р;;;;угл,авт.отопл,м/п окна,б/л/з,с/у разд,хор.ремонт в комнатах.
Жил;2;3/5;к;кор;Родонова;70000;;;41592;.;60,00;;;Новострой,евроремонт,авт.отопл,закрытая территория.
Жил;1;3/5;к;пол;Космонавтов;12500;;;41597;общ;;18,00;;Общ,хор.сост,с/у на 3, кухна на 8 чел.
Жил;3;8/9;к;бог;Жукова;50000;;;41611;р;72,00;;;н/у,жил.сост,2 балкона.
Жил;1;4/5;п;ц;Мануильского;28000;;0000;41624;.;30,00;19,00;6,00;с ремонтом.
Жил;2;3/4;к;мар;Коростышевкая;26000;оля-а;оля;41628;см;65,00;;;н/у,жил.сост.
Жил;2;6/9;к;ц;Киевская;45000;;оля;41630;р;52,00;;9,00;н/у, жил.сост.
Жил;2;5/5;п;пол;р-н Семейного рынка;28000;;0000;41631;.;45,00;27,00;5,50;тел,колонка,б/з,с/у совм.
Жил;1;ч/д;;бог;Каракульная;21000;оля-а;оля;41641;.;;17,00;10,00;хор.сост,газ,вода во дворе,отд.двор,3 сот земли,с/у на ул,сарай.
Жил;3;2/5;к;ц;1 Мая;60000;;0000;41642;р;65,00;40,00;6,50;н/у, с/у разд,авт.отопл.
Жил;4;дом;к;кро;Выговского;93000;тамар-а;тамар;41646;.;142,40;53,70;11,50;все уд-ва,гараж 23м,5,5 сот прив.земли,хор.сост.
Жил;2;ч/д;;пол;Королёва;50000;;;41669;см;55,00;;11,00;общ.двор,возм.отделить,все уд-ва,летн.кухня,7 сот непр.земли.
Жил;1;ч/д;к;пол;Королёва;14500;;;41677;.;17,00;;;нужен ремонт,возм.достройки,1 сот земли,общ.двор,возм.отделить.
Жил;2;1/5;п;пол;Космонавтов;33000;офис-а;;41678;см;42,00;;5,50;балкон,тел,колонка,без ремонта,возм.под офис или магазин.
Жил;2;ч/д;дк;ц;Короленко;35000;;;41683;.;30,00;28,00;;7 сот прив.земли,вода,газ,2-хконтурный котёл,тел,хозпостройки,погреб,возм.достройки дома,гаража.
Жил;1;ч/д;к;ц;Довженко;25000;;;41708;.;47,00;27,00;10,00;с/у на ул,газопечн.отопл,без ремонта,
Жил;1;5/5;к;ц;Черняховского;50000;;;41718;.;35,00;;;евроремонт,колонка,мебель,м/п окна,б/з,н/у.
Жил;2;1/5;к;ц;Короленко;52000;;инна;41732;р;47,00;30,00;6,00;н/у,евроремонт,авт.отопл,полы с подогревом,м/п окна.
Жил;2;ч/д;;мар;Паравозный пер;52000;;;41745;.;55,00;35,00;7,00;все уд-ва,тел,погреб,гараж,6 сот прив.земли,отд.двор,дом на 2 хоз.
Жил;2;ч/д;;мар;Новогоголевский пер;42000;;;41749;.;49,00;;;все уд-ва,м/п окна,скважина,авт.отопл,2,5 сот прив.земли,сарай,погреб.
Жил;0;ч/д;;бог;Максютова;35000;;;41767;.;108,50;67,00;16,70;Недострой,без вн.работ,2 с/у,4 комн,м/п окна,брон.дв,крыша металлочерепица,4 сот прив.земли,отд.дв.
Жил;3;4/4;к;при;Озерное;30000;;0000;41788;.;57,00;40,00;6,00;нужен ремонт,балкон,н/у.
Жил;3;ч/д;дк;ц;8 Марта;35000;;;41802;.;60,00;;9,30;отд.двор,газ,вода,м/п окна,все уд-ва,выгр.яма,1,5 сот.
Жил;3;5/5;к;ц;Победы;41000;;;41811;см/р;55,00;;6,50;н/у,без ремонта,с/у совм,колонка.
Биз;1;1/5;к;ц;Победы;43000;;0000;41816;.;30,50;17,60;5,60;под офис,магазин,2 окна фасадных.
Жил;2;ч/д;;ц;Любарская;37000;;;41846;см;50,00;;7,00;1 сот непр. земли,подвал,хор.сост.все уд-ва в доме,общ.двор,возм.отделить.
Жил;3;4/4;к;кор;Богуна проезд;57000;;;41850;р;76,00;46,00;8,00;н/у,м/п окна,нужен ремонт,б/з,нов.колонка,кладовая.
Жил;3;5/9;к;ц;Привокзальная площ;75000;;;41866;р;68,00;40,00;9,00;без ремонта,угл.
Жил;3;4/5;п;ц;Киевская;51000;;;41875;.;61,00;45,00;6,00;хор.сост.
Жил;2;ч/д;дк;ц;Войкова;35500;тамар-а;тамар;41895;р;42,00;;6,00;газопечное отопл,отд.двор,5 сот земли.
Жил;3;дом;дк;бог;Мира;66000;алёна-а;;41905;.;85,00;;;11 сот прив.земли,газ.отопл,ремонт,все ком-ции,асф.двор и подъезд,хозпостройки,сад.
Жил;3;2/5;к;бум;Станишовская площ;52000;;;41909;р;68,00;40,00;8,00;Чешка,н/у,отл.состояние,колонка,2 лоджии застеклены.
Жил;3;5/5;к;кро;Щорса;51500;тамар-а;тамар;41911;р;68,00;40,00;7,50;Чешка, авт.отопл,ремонт,н/у,б/з,крыша домиком.
Жил;2;ч/д;;ц;Хлебная;25000;;0000;41944;см;40,00;;;хор.сост,земли нет.
Жил;0;дом;;смо;Смаковка;60000;;;41952;.;220,00;;;Недострой,65% готовности,м/п окна,металлочерепица,колодец,нас.станция,выгр.яма,свет,10 сот,ограждено
Жил;2;4/5;п;кор;Чумацкий шлях;40000;;0000;41985;р;50,00;30,00;6,80;н/у,жил.сост,б/з.
Жил;0;дом;;ц;Леваневского;60000;;;41999;.;53,00;;;на два входа,авт.отопл,10 сот,под застройку,на 5 сот начато строительство,все ком-ции,выход на улицу
Жил;3;3/9;п;ц;Домбровского;50500;юля-а;;42004;р;63,00;37,00;8,00;жил.сост,бойлер,счётчики,м/п окна,сант,част.мебель,тел.
Жил;0;дом;;бог;Винокурный пер;65000;;;42025;.;200,00;;;Недострой,без вн.работ,м/п окна,гараж,3 сот прив.земли,вода,кан-ция,свет,разрешение на газ.
Жил;2;2/2;к;ц;Победы;35000;офис-а;;42034;р;45,20;26,40;6,00;инд.газ.отопл,газ.колонка,с/у разд,сарай во дворе.
Жил;2;1/2;к;ц;Старовильская;32000;офис-а;;42035;см;43,00;26,80;7,00;газопечн.отопл,без ремонта,с/у совм,окна во двор,погреб во дворе,територия возле дома ограждена.
Жил;0;уч;;при;Дениши;15000;;;42055;.;;;;18 сот,под застройку,среди жилых домов,рядом все ком-ции,капит.сарай,рядом река.
Жил;1;ч/д;к;бог;Каракульная;22000;;;42064;.;27,00;18,00;7,00;газ,вода рядом,3 сот прив.земли,отд.от дома,общ.двор,дом на 3 хозяина.
Жил;4;2/9;к;пол;Кондратюка;65000;;;42071;р;86,00;;9,00;угл,жил.сост,2 б/з,с/у разд.
Жил;4;ч/д;дк;кро;Парковая;50000;;;42078;.;59,00;45,00;;на 2 входа,газ,колодец,сарай,7 сот земли,2 отд.двора.
Жил;1;1/1;;бум;Промышленная;20000;;;42082;.;36,30;18,10;5,10;высокий ф-нт,Н-2,7м,авт.отопл,нов.электр,отд.двор,начат ремонт,возм.пристройки.
Жил;1;2/5;к;пол;Витрука;9500;;;42107;общ;;13,00;;Комната в Общ,коридор.тип,холодная вода и слив,н/у.
Жил;3;дом;к;при;Глыбочица;50000;;;42109;.;60,00;;12,00;Н-2,9м,газ,вода в доме,все уд-ва,20 сот прив.земли,жил.сост.
Жил;1;3/9;к;ц;Котовского;27500;офис-а;;42114;МС;28,00;11,50;4,90;н/у,нов.сант,бр.дв,б/з,ремонт,бойлер,мебель.
Жил;3;4/9;к;бог;Мира просп;55000;;;42119;р;68,00;;9,00;н/у,встр.кух.мебель,нов.сант,бойлер,балкон застеклён,рядом капит.гараж.
Жил;3;2/4;к;бог;ДОС;45000;;0000;42126;см/р;58,00;41,00;5,50;н/у, б/з,нов.сант,встр.кухня,колонка,паркет,брон.дв,подвал.
Жил;3;1/2;к;ц;Чудновский 3 пер;50000;;;42134;р;58,10;31,50;9,50;с/у разд,угл,балкона нет,нужен ремонт,авт.отопл.колонка,1,5 сот в аренде.сарай,подвал.
Жил;3;3/5;к;ц;Киевская;62000;;;42151;см/р;;;;авт.отопл,ремонт,м/п окна,кафель,перепл.
Жил;2;5/5;;ц;Войкова-Домбровского;45000;;;42152;р;45,00;;;н/у,евроремонт,новая эектропроводка,сант,колонка,кондиционер.
Жил;3;1/5;к;ц;Короленко;36000;;;42163;см/р;60,00;;6,00;нужен ремонт,возм.достройки.
Жил;3;2/5;к;ц;Киевская;52000;ков-а;;42165;р;55,30;40,80;6,00;н/у,евроремонт,авт.отопл,ламинат,переплан.в 2 ком.кв.
Жил;2;6/9;п;па;Шевченко;38000;офис-а;;42169;р;49,00;;;н/у,без ремонта.
Жил;3;6/12;к;ц;Победы;74000;;;42173;р;65,00;41,00;;ремонт,встр.кухня,нов.проводка,нов.сант,натяжные потолки,вид на площадь.
Жил;3;1/5;к;бог;ДОС;45000;;;42190;см/р;60,00;;;без балкона,нужен ремонт.
Жил;0;уч;;при;Соколовский массив;2700;тамар-а;;42191;.;;;;"4,8 сот земли, остановка ""Автозапчасть"", выходит на центр.дорогу."
Жил;1;1/9;к;ц;Чапаева;45000;;;42194;.;50,00;23,00;9,00;Новострой,ремонт,разр.на пристройку.
Жил;2;9/9;п;бог;Мира просп;40000;;;42215;р;52,00;;9,00;с/у разд,н/у,б/з,жил.сост.
Жил;2;ч/д;к;бог;Сосновый 3 пер;43000;;0000;42219;р;42,00;22,00;8,00;все уд-ва,ремонт,отд,двор,2,5 сот.
Жил;3;9/9;к;ц;Котовского;48000;ктн-а;КТН;42220;р;64,00;;8,50;жил.сост,н/у,2 б/з,паркет,2 бойлера,с/у разд,новый лифт,новая крыша.
Жил;2;1/9;п;пол;Полевой 2 проезд;41000;;;42221;р;54,00;;;угл,косм.ремонт,без балкона,есть возм.достройки.
Жил;3;5/9;п;ц;Б.Бердичевская (р-н Музыкалки);54500;алёна-а;алёна;42222;р;64,00;;7,30;н/у,хороший ремонт,лоджия и балкон,2 бойлера,встр.кухня,с/у разд,кафель,ламинат,бр.дв,м/п окна.
Жил;0;дом;к;пол;Витрука;38000;оля-а;оля;42223;.;;;;5 сот прив.земли,м/п окна,бр.дв,без вн.работ,все ком-ции рядом.
Биз;0;к/н;к;ц;Победы;65000;оля-а;оля;42224;.;80,00;;;фасад на центр.дорогу,под прод.магазин,или офис.
Жил;4;4/9;к;кор;Старочудновский пер;63000;;таня;42228;р;98,00;;12,50;н/у,ремонт,ламинат,кафель,м/п окна,счётчики,кондиционер,бойлер.
Жил;2;1/1;;ц;Победы;25000;;;42235;см;;16,00;10,00;газ,вода,отлив,ремонт,сарай,времянка,2 сот земли,место под застройку.
Жил;1;1/8;;бог;Маликова;11500;;;42239;комун;;17,00;;Комната в 3-х комн.кв.,лоджия.
Жил;4;3/10;к;ц;Домбровского;61000;;;42241;р;75,00;;9,10;н/у,жил.сост,л/з,с/у разд.
Жил;0;уч;;кро;Щорса;11000;;;42261;.;;;;11 сот прив.земли,р-н автозаправки,под застройку
Жил;3;2/2;к;ц;Путятинская;70000;;;42267;.;81,00;53,00;7,00;Сталинка,отопление.
Жил;1;5/5;к;ц;Котовского-Ватутина;33000;;;42270;.;38,80;19,00;8,00;Чешка,авт.отопл,дер.полы,б/з,с/у совм,косм.ремонт,н/у,счётчики.
Жил;3;8/9;к;бог;Жукова;49000;;;42272;р;70,00;40,00;8,50;квадр.холл,жил.сост,3 б/з,бойлер,паркет,н/у.
Жил;2;3/5;п;ц;Согласия площ;36500;алёна-а;;42274;см;44,60;32,80;5,30;"косм.ремонт,с/у совм,н/у,б/н.з,колонка,окна во двор,р-н ТЦ ""Глобал""."
Жил;2;9/9;к;ц;Б.Бердичевская;44000;;;42275;р;48,00;36,00;7,00;авт.отопл,быт.техника,мебель,евроремонт.
Жил;2;6/9;к;ц;Киевская;38000;;0000;42285;р;51,00;;9,00;жилое состояние.
Жил;1;ч/д;;па;Леваневского;15000;;;42290;.;;16,00;;общ.двор,жил.сост,с/у на ул.
Жил;3;5/5;к;ц;Котовского-Восточная;60000;;;42293;.;64,00;;;переплан,кухня-студио,увеличенная ванная,авт.отопл,тёплые полы,ремонт.
